Financial Instrument,Coupon,Maturity,Ratings,Issuer Debt/Equity,Issue Date,Time-To-Maturity (TTM),Payment Frequency,Ask,Ask Yield,Duration %  ,Convexity,Bid,
MS CORP CD 61768E6Z1,4.75,Jul17'26,,,Jul 17 '24,1.98,Semi-Annual,100.050,4.722,1.919409990310669,0.03759552165865898,99.821,
MS CORP CD 61690DTZ1,4.75,Jul17'26,,,Jul 17 '24,1.98,Semi-Annual,100.250,4.6155,1.9193923473358154,0.03759504482150078,99.531,
BMW CORP CD 05612LAU6,4.65,Jul20'26,,,Jul 19 '24,1.99,Semi-Annual,99.988,4.656000000000001,,,99.638,
CLMNSB CORP CD 23020PAK8,4.6,Jul20'26,NoMD,NoMD,Jul 19 '24,1.99,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
MS CORP CD 61690DUE6,4.6,Jul24'26,,,Jul 24 '24,2.00,Semi-Annual,99.995,4.603000000000001,,,,
PITBOW CORP CD 724468AH6,4.75,Jul31'26,,,Jul 31 '23,2.02,Semi-Annual,100.194,4.647,1.908887267112732,0.03802020847797394,99.812,
MS CORP CD 61690UP95,3.5,Aug04'26,,,Aug 04 '22,2.03,Semi-Annual,97.717,4.69,1.9470512866973877,0.03913450613617897,97.349,
BMW CORP CD 05580A5T7,4.3,Aug17'26,,,Feb 16 '24,2.07,Semi-Annual,99.115,4.7561,2.411749839782715,0.06078014895319939,98.942,
GS CORP CD 38149MYH0,1.0,Aug18'26,,,Aug 18 '21,2.07,Semi-Annual,92.854,4.663,2.0451719760894775,0.04221460223197937,92.575,
BSVBK CORP CD 07371DGA9,3.1,Aug26'26,,,Aug 31 '22,2.09,Semi-Annual,96.962,4.638,2.0219523906707764,0.04198363050818443,96.543,
COF CORP CD 14042TJS7,3.4,Aug31'26,,,Aug 31 '22,2.11,Semi-Annual,97.385,4.7208000000000006,2.474102735519409,0.06336193531751633,97.119,
COF CORP CD 14042RTY7,3.4,Aug31'26,,,Aug 31 '22,2.11,Semi-Annual,97.411,4.703,2.474118947982788,0.06336244195699692,97.130,
GS CORP CD 38149MZJ5,1.05,Sep08'26,,,Sep 08 '21,2.13,Semi-Annual,92.781,4.6529,2.1014516353607178,0.044566560536623,92.508,
MS CORP CD 61690DDK1,4.85,Sep08'26,,,Sep 06 '23,2.13,Semi-Annual,100.434,4.6214,2.4520750045776367,0.06300432980060577,99.920,
AXP CORP CD 02589AEY4,4.9,Sep14'26,,,Sep 13 '23,2.14,Semi-Annual,100.356,4.711,2.469670534133911,0.06389425694942474,100.120,
MS CORP CD 61690UR51,3.6,Sep15'26,,,Sep 15 '22,2.15,Semi-Annual,97.737,4.7123,2.059927225112915,0.04368651658296585,97.434,
COF CORP CD 14042RUD1,3.55,Sep15'26,,,Sep 15 '22,2.15,Semi-Annual,97.804,4.633,2.0611090660095215,0.04371930658817291,97.374,
SALLMA CORP CD 795451AV5,1.05,Sep22'26,,,Sep 22 '21,2.17,Semi-Annual,92.699,4.631,2.139812707901001,0.046193454414606094,92.331,
MS CORP CD 61690DEF1,5.1,Sep28'26,,,Sep 27 '23,2.18,Semi-Annual,100.912,4.649,2.5019521713256836,0.06559020280838013,100.494,
CRORVR CORP CD 227563EF6,5.1,Sep29'26,,,Sep 29 '23,2.18,Semi-Annual,100.811,4.698,2.0659983158111572,0.044357750564813614,100.540,
MS CORP CD 61768EZZ9,5.1,Oct13'26,,,Oct 11 '23,2.22,Semi-Annual,100.965,4.6315,2.5403382778167725,0.06752511113882065,100.466,
SYF CORP CD 87165E3G0,5.05,Oct13'26,,,Oct 13 '23,2.22,Semi-Annual,100.822,4.6497,2.105461359024048,0.045989666134119034,100.467,
SYF CORP CD 87164WPD4,2.05,Oct14'26,,,Oct 14 '16,2.23,Semi-Annual,94.608,4.6240000000000006,2.1754117012023926,0.048083074390888214,94.181,
MS CORP CD 61768EA94,5.05,Oct19'26,,,Oct 18 '23,2.24,Semi-Annual,100.857,4.636,2.561061382293701,0.06855903565883636,100.364,
BMW CORP CD 05580A7F5,4.85,Oct19'26,,,Apr 19 '24,2.24,Semi-Annual,100.465,4.622,2.1260995864868164,0.046809278428554535,100.006,
SYF CORP CD 87165E3L9,5.0,Oct20'26,,,Oct 20 '23,2.24,Semi-Annual,100.830,4.6000000000000005,2.125732898712158,0.0468333400785923,100.365,
DFS CORP CD 254673W93,4.55,Oct26'26,,,Oct 25 '22,2.26,Semi-Annual,99.775,4.65,2.595860004425049,0.07011658698320389,99.421,
CARCSB CORP CD 05290BAV5,5.05,Oct27'26,,,Oct 27 '23,2.26,Monthly,100.795,4.678,2.1346137523651123,0.0473540723323822,100.494,
SYF CORP CD 87165E3P0,5.05,Oct27'26,,,Oct 27 '23,2.26,Semi-Annual,100.784,4.674,2.143817663192749,0.04761946573853493,100.475,
DFS CORP CD 254673X50,4.7,Nov02'26,,,Nov 01 '22,2.28,Semi-Annual,100.090,4.652,2.6103498935699463,0.07094243168830872,99.738,
DFS CORP CD 254676BE8,5.15,Nov02'26,,,Nov 01 '23,2.28,Semi-Annual,101.003,4.674,2.596407413482666,0.0704268366098404,100.692,
CHTFCU CORP CD 16141BAU5,5.45,Nov09'26,NoMD,NoMD,Nov 07 '23,2.30,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
COF CORP CD 14042RVP3,4.95,Nov16'26,,,Nov 16 '22,2.32,Semi-Annual,100.748,4.6000000000000005,2.2007715702056885,0.05006610229611397,100.208,
DFS CORP CD 254676BV0,5.15,Nov16'26,,,Nov 15 '23,2.32,Semi-Annual,101.000,4.6767,2.6347830295562744,0.07243388891220093,100.700,
GS CORP CD 38149MK51,1.1,Nov17'26,,,Nov 17 '21,2.32,Semi-Annual,92.349,4.617,2.2920055389404297,0.05295618250966072,92.021,
LSAVBK CORP CD 549104TY3,0.5,Nov18'26,,,Nov 18 '20,2.32,Semi-Annual,91.032,4.618,2.3101134300231934,0.053563639521598816,90.724,
WFC CORP CD 949764JC9,5.2,Nov23'26,,,Nov 21 '23,2.34,Monthly,101.200,4.6483,2.2737812995910645,0.053729068487882614,100.828,
MS CORP CD 61690DRD2,5.0,Nov23'26,,,May 22 '24,2.34,Semi-Annual,100.611,4.708600000000001,2.658470869064331,0.07362028956413269,100.279,
BMW CORP CD 05612LAK8,4.85,Nov24'26,,,May 24 '24,2.34,Semi-Annual,100.426,4.65,2.224759101867676,0.051101204007864,100.021,
DFS CORP CD 254673Z90,4.85,Nov30'26,,,Nov 30 '22,2.35,Semi-Annual,100.274,4.714300000000001,2.241176128387451,0.051834654062986374,100.069,
WFC CORP CD 949764JF2,4.9,Dec07'26,,,Dec 05 '23,2.37,Monthly,100.524,4.666,2.311184883117676,0.055551592260599136,100.188,
SBIIN CORP CD 856285ZS3,1.2,Dec10'26,,,Dec 10 '21,2.38,Semi-Annual,92.389,4.611000000000001,2.352489948272705,0.055802084505558014,91.834,
MVZAVC CORP CD 02357QCG0,4.8,Dec14'26,,,Dec 12 '23,2.39,Monthly,100.527,4.567,2.3330416679382324,0.056529514491558075,99.972,
WFC CORP CD 949764JL9,4.65,Dec14'26,,,Dec 12 '23,2.39,Monthly,99.966,4.6599,2.3368077278137207,0.056653544306755066,99.638,
SYF CORP CD 87164YJ62,1.25,Dec17'26,,,Dec 17 '21,2.40,Semi-Annual,92.448,4.609,2.3704402446746826,0.056667592376470566,92.098,
MS CORP CD 61768E5Q2,5.05,Dec21'26,,,Jun 20 '24,2.41,Semi-Annual,100.895,4.649,2.733827829360962,0.07770347595214844,100.496,
WFC CORP CD 949764KA1,4.2,Dec28'26,,,Dec 27 '23,2.43,Monthly,99.166,4.563000000000001,2.3797953128814697,0.058706749230623245,98.627,
MS CORP CD 61768E6C2,4.9,Dec28'26,,,Jun 26 '24,2.43,Semi-Annual,100.558,4.651,2.754866123199463,0.07878898084163666,100.104,
MS CORP CD 61690DTE8,4.9,Dec28'26,,,Jun 26 '24,2.43,Semi-Annual,100.558,4.651,2.7548937797546387,0.07879003137350082,100.157,
UBS CORP CD 90355GJW7,4.15,Dec29'26,,,Dec 29 '23,2.43,Monthly,98.856,4.6458,2.3114678859710693,0.05529380962252617,98.446,
MS CORP CD 61690DTN8,4.9,Jan04'27,,,Jul 03 '24,2.45,Semi-Annual,100.571,4.6412,2.7768352031707764,0.08000330626964569,100.172,
MS CORP CD 61768E6K4,4.9,Jan04'27,,,Jul 03 '24,2.45,Semi-Annual,100.571,4.648000000000001,2.7768352031707764,0.08000330626964569,100.172,
MS CORP CD 61768E6U2,4.75,Jan11'27,,,Jul 10 '24,2.47,Semi-Annual,100.229,4.649,2.8005659580230713,0.0812581330537796,99.610,
OPTUMB CORP CD 68405VCD9,4.7,Jan11'27,,,Jul 10 '24,2.47,Semi-Annual,100.100,4.655,2.8019859790802,0.08131641894578934,99.230,
MS CORP CD 61690DTS7,4.75,Jan11'27,,,Jul 10 '24,2.47,Semi-Annual,100.100,4.705,2.800377130508423,0.08125083893537521,99.365,
WFC CORP CD 949764KU7,4.2,Jan19'27,,,Jan 17 '24,2.49,Monthly,99.078,4.585500000000001,2.4373435974121094,0.06147856265306473,98.613,
MS CORP CD 61768E7H0,4.7,Jan19'27,,,Jul 17 '24,2.49,Semi-Annual,99.980,4.7004,2.821359157562256,0.08240237832069397,99.720,
MS CORP CD 61690DTY4,4.7,Jan19'27,,,Jul 17 '24,2.49,Semi-Annual,99.980,4.708,2.821359157562256,0.08240237832069397,99.720,
BKCROW CORP CD 88241TQE3,4.05,Jan20'27,,,Jan 20 '23,2.49,Monthly,98.808,4.557,2.3745429515838623,0.05820944160223007,98.264,
MS CORP CD 61690DUF3,4.55,Jan25'27,,,Jul 24 '24,2.51,Semi-Annual,99.950,4.5638000000000005,,,,
SAUKBK CORP CD 804375EA7,4.15,Jan29'27,NoMD,NoMD,Jan 29 '24,2.52,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
WFC CORP CD 949764LK8,4.2,Jan29'27,,,Jan 30 '24,2.52,Monthly,99.050,4.6000000000000005,2.3907055854797363,0.05922801047563553,98.603,
MVBF CORP CD 62847NEG7,4.25,Jan29'27,,,Jan 31 '24,2.52,Monthly,99.277,4.554,2.3893532752990723,0.05918284133076668,98.720,
ULTMAM CORP CD 90385LDU0,4.1,Feb16'27,NoMD,NoMD,Feb 16 '24,2.57,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
UBS CORP CD 90355GLA2,4.45,Feb22'27,,,Feb 21 '24,2.58,Monthly,99.762,4.548,2.5156588554382324,0.0656697079539299,99.112,
BKCROW CORP CD 88241TQP8,4.1,Feb24'27,,,Feb 24 '23,2.59,Monthly,98.909,4.548,2.449287176132202,0.0622212179005146,98.344,
TOYFBN CORP CD 89235MMV0,2.15,Feb25'27,,,Feb 25 '22,2.59,Semi-Annual,94.098,4.589,2.508535146713257,0.06437654793262482,93.704,
WFC CORP CD 949764MG6,4.6,Mar01'27,,,Feb 27 '24,2.60,Monthly,99.904,4.639,2.5163958072662354,0.06600455194711685,99.538,
BMW CORP CD 05580AW26,4.45,Mar03'27,,,Mar 03 '23,2.61,Semi-Annual,99.658,4.587000000000001,2.456416130065918,0.06302583962678909,99.115,
VLY CORP CD 919853KW0,4.6,Mar11'27,,,Mar 11 '24,2.63,Semi-Annual,99.907,4.634,2.4736523628234863,0.0639471784234047,99.540,
MS CORP CD 61768ET86,4.6,Mar15'27,,,Mar 13 '24,2.64,Semi-Annual,99.824,4.6691,2.915454387664795,0.08946101367473602,99.419,
MS CORP CD 61768EQT3,4.85,Mar16'27,,,Mar 16 '23,2.64,Semi-Annual,100.564,4.6181,2.479628324508667,0.0643603727221489,100.026,
CELTIC CORP CD 15118RE78,4.7,Mar17'27,,,Mar 17 '23,2.65,Monthly,100.158,4.636,2.4973080158233643,0.06485840678215027,99.786,
VLY CORP CD 919853KY6,4.6,Mar19'27,,,Mar 19 '24,2.65,Semi-Annual,100.033,4.582,2.495659112930298,0.06503912806510925,99.541,
MS CORP CD 61690DMR6,4.6,Mar22'27,,,Mar 20 '24,2.66,Semi-Annual,100.035,4.581,2.9348394870758057,0.09059081226587296,99.456,
MS CORP CD 61690U3K4,4.95,Mar23'27,,,Mar 23 '23,2.66,Semi-Annual,100.685,4.6704,2.495701313018799,0.06520690768957138,100.274,
MS CORP CD 61768EQY2,4.95,Mar23'27,,,Mar 23 '23,2.66,Semi-Annual,100.706,4.66,2.4957385063171387,0.06520812213420868,100.318,
MS CORP CD 61768EW25,4.7,Mar29'27,,,Mar 27 '24,2.68,Semi-Annual,100.075,4.667,2.9495930671691895,0.09153624624013901,99.666,
MS CORP CD 61690DMX3,4.7,Mar29'27,,,Mar 27 '24,2.68,Semi-Annual,100.198,4.6177,2.949686288833618,0.09153987467288971,99.666,
MS CORP CD 61690U3M0,4.85,Mar30'27,,,Mar 30 '23,2.68,Semi-Annual,100.449,4.6668,2.5179545879364014,0.0662761703133583,100.035,
SBIIN CORP CD 856285L90,2.2,Apr05'27,,,Apr 04 '22,2.70,Semi-Annual,94.020,4.578,3.0833730697631836,0.09749045222997665,93.367,
DFS CORP CD 2546733P9,4.8,Apr05'27,,,Apr 05 '23,2.70,Semi-Annual,100.416,4.6290000000000004,2.533310651779175,0.06702646613121033,100.039,
MS CORP CD 61768EX65,4.6,Apr05'27,,,Apr 03 '24,2.70,Semi-Annual,99.850,4.655,2.9703550338745117,0.09268990159034729,99.455,
MS CORP CD 61768ERH8,4.75,Apr06'27,,,Apr 06 '23,2.70,Semi-Annual,100.169,4.6770000000000005,2.537452220916748,0.06721554696559906,99.792,
UBS CORP CD 90355GCN4,4.5,Apr12'27,,,Apr 12 '23,2.72,Monthly,100.000,4.5,2.563519239425659,0.06834829598665237,99.224,
MS CORP CD 61768EY80,4.65,Apr12'27,,,Apr 10 '24,2.72,Semi-Annual,100.164,4.5825000000000005,2.9875755310058594,0.09374938160181046,99.602,
GS CORP CD 38149M4T7,2.65,Apr13'27,,,Apr 13 '22,2.72,Semi-Annual,95.118,4.575,2.625310182571411,0.07066300511360168,94.685,
MS CORP CD 61690U4C1,4.5,Apr13'27,,,Apr 13 '23,2.72,Semi-Annual,99.551,4.673,2.564394950866699,0.06847173720598221,99.173,
MS CORP CD 61768E2C6,4.8,Apr19'27,,,Apr 17 '24,2.74,Semi-Annual,100.563,4.574,3.0004305839538574,0.0946284830570221,99.984,
MS CORP CD 61690U4P2,4.5,Apr20'27,,,Apr 20 '23,2.74,Semi-Annual,99.801,4.573,2.583735704421997,0.06946451216936111,99.201,
MS CORP CD 61768ESE4,4.5,Apr20'27,,,Apr 20 '23,2.74,Semi-Annual,99.707,4.6124,2.5836715698242188,0.06946232914924622,99.172,
MS CORP CD 61690U5A4,4.5,Apr27'27,,,Apr 27 '23,2.76,Semi-Annual,99.700,4.612,2.6028778553009033,0.07045791298151016,99.200,
DFS CORP CD 2546734K9,4.4,May03'27,,,May 03 '23,2.78,Semi-Annual,99.550,4.57,2.625307083129883,0.07158033549785614,99.044,
MS CORP CD 61690U5H9,4.55,May03'27,,,May 03 '23,2.78,Semi-Annual,99.683,4.668,2.6204335689544678,0.07139982283115387,99.298,
MS CORP CD 61768ESW4,4.55,May03'27,,,May 03 '23,2.78,Semi-Annual,99.583,4.7090000000000005,2.6203815937042236,0.07139801234006882,99.298,
MS CORP CD 61690DPW2,4.85,May03'27,,,May 01 '24,2.78,Semi-Annual,100.632,4.6000000000000005,3.039410352706909,0.09701907634735107,100.121,
GS CORP CD 38149M6N8,2.9,May04'27,,,May 04 '22,2.78,Semi-Annual,95.394,4.6856,2.6769392490386963,0.07354264706373215,95.231,
AXP CORP CD 02589ACK6,3.0,May04'27,,,May 04 '22,2.78,Semi-Annual,95.938,4.57,2.673645496368408,0.07341993600130081,95.485,
DFS CORP CD 2546734U7,4.45,May10'27,,,May 10 '23,2.80,Semi-Annual,99.558,4.6160000000000005,2.6428775787353516,0.07253071665763855,99.171,
MS CORP CD 61690U5T3,4.6,May10'27,,,May 10 '23,2.80,Semi-Annual,99.967,4.6098,2.6381568908691406,0.07235374301671982,99.426,
MS CORP CD 61768E3G6,4.9,May10'27,,,May 08 '24,2.80,Semi-Annual,100.625,4.6558,3.056353807449341,0.09809058904647827,100.192,
GS CORP CD 38149M6Y4,3.05,May11'27,,,May 11 '22,2.80,Semi-Annual,95.908,4.6244000000000005,2.6910922527313232,0.07438412308692932,95.589,
MS CORP CD 61690UH86,3.2,May12'27,,,May 12 '22,2.80,Semi-Annual,96.225,4.65,2.6887097358703613,0.07433908432722092,95.845,
MS CORP CD 61768ETU7,4.6,May17'27,,,May 17 '23,2.81,Semi-Annual,99.985,4.601,2.6573734283447266,0.07337063550949097,99.454,
MS CORP CD 61690U6F2,4.6,May17'27,,,May 17 '23,2.81,Semi-Annual,100.077,4.566,2.6574208736419678,0.07337232679128647,99.454,
MS CORP CD 61690DQX9,4.9,May17'27,,,May 15 '24,2.81,Semi-Annual,100.749,4.6102,3.0756406784057617,0.09927096962928772,100.199,
MS CORP CD 61768E3S0,4.9,May17'27,,,May 15 '24,2.81,Semi-Annual,100.860,4.566,3.0757477283477783,0.09927542507648468,100.231,
MS CORP CD 61768EJR5,3.25,May19'27,,,May 19 '22,2.82,Semi-Annual,96.275,4.6736,2.706202983856201,0.07530999928712845,95.953,
MS CORP CD 61690UJ68,3.25,May19'27,,,May 19 '22,2.82,Semi-Annual,96.336,4.6498,2.7062270641326904,0.07531086355447769,95.953,
WFC CORP CD 949764NR1,4.85,May21'27,,,May 21 '24,2.83,Monthly,100.862,4.524,2.650510311126709,0.07329770922660828,100.209,
MS CORP CD 61768E3Z4,4.9,May24'27,,,May 22 '24,2.83,Semi-Annual,100.750,4.61,3.094855308532715,0.10045577585697174,100.235,
MS CORP CD 61690UK41,3.2,May26'27,,,May 26 '22,2.84,Semi-Annual,96.398,4.564,2.7271740436553955,0.07642020285129547,95.803,
DFS CORP CD 254673F76,3.2,Jun01'27,,,Jun 01 '22,2.86,Semi-Annual,96.300,4.595000000000001,2.740891695022583,0.07716991752386093,95.912,
MS CORP CD 61690UL24,3.15,Jun02'27,,,Jun 02 '22,2.86,Semi-Annual,96.248,4.563000000000001,2.74530291557312,0.07738491147756577,95.677,
MS CORP CD 61768EKD4,3.15,Jun02'27,,,Jun 02 '22,2.86,Semi-Annual,96.248,4.563000000000001,2.74530291557312,0.07738491147756577,95.677,
MS CORP CD 61690U7J3,4.55,Jun07'27,,,Jun 07 '23,2.87,Semi-Annual,99.850,4.6044,2.7137367725372314,0.07637383043766022,99.303,
MS CORP CD 61690DSC3,4.9,Jun07'27,,,Jun 05 '24,2.87,Semi-Annual,101.052,4.501,3.130753517150879,0.10268481820821762,100.295,
MS CORP CD 61768E4S9,4.9,Jun07'27,,,Jun 05 '24,2.87,Semi-Annual,100.788,4.6000000000000005,3.130558967590332,0.10267651826143265,100.295,
WFC CORP CD 949764PR9,4.9,Jun11'27,,,Jun 11 '24,2.88,Monthly,100.764,4.6160000000000005,2.694021701812744,0.07592000812292099,100.360,
MS CORP CD 61690U7N4,4.55,Jun14'27,,,Jun 14 '23,2.89,Semi-Annual,100.000,4.547000000000001,2.7330386638641357,0.07742293179035187,99.375,
MS CORP CD 61690DSG4,4.95,Jun14'27,,,Jun 12 '24,2.89,Semi-Annual,101.038,4.559,3.147711753845215,0.1037878543138504,100.392,
BSVBK CORP CD 07371C7C7,3.15,Jun16'27,,,Jun 22 '22,2.90,Semi-Annual,96.213,4.559,2.8001537322998047,0.08042549341917038,95.660,
MS CORP CD 61768E5R0,4.95,Jun21'27,,,Jun 20 '24,2.91,Semi-Annual,100.955,4.5939000000000005,3.1694161891937256,0.10516306757926941,100.177,
BK CORP CD 05584CPS9,4.6,Jun21'27,,,Jun 20 '24,2.91,Semi-Annual,99.970,4.6080000000000005,3.184351682662964,0.10585356503725052,99.513,
MS CORP CD 61768E6B4,4.8,Jun28'27,,,Jun 26 '24,2.93,Semi-Annual,100.431,4.638,3.19223690032959,0.10650479048490524,100.007,
MS CORP CD 61690DTC2,4.8,Jun28'27,,,Jun 26 '24,2.93,Semi-Annual,100.949,4.448,3.192037582397461,0.10649604350328445,99.211,
TOYFBN CORP CD 89235MPQ8,4.7,Jun28'27,,,Jun 28 '24,2.93,Semi-Annual,100.100,4.661700000000001,2.7661445140838623,0.07932472229003906,98.829,
MVZAVC CORP CD 02357QCH8,4.8,Jun28'27,,,Jun 27 '24,2.93,Semi-Annual,100.500,4.6141000000000005,3.1943612098693848,0.10665275156497955,99.080,
MS CORP CD 61690DAT5,4.55,Jun29'27,,,Jun 29 '23,2.93,Semi-Annual,100.195,4.476,2.7742652893066406,0.07969100773334503,99.393,
CRORVR CORP CD 227563DB6,4.6,Jun30'27,,,Jun 30 '23,2.94,Semi-Annual,99.981,4.605,2.775308609008789,0.0797751247882843,99.574,
CM CORP CD 12547CBU1,4.55,Jun30'27,,,Jun 30 '23,2.94,Semi-Annual,99.950,4.566,2.776909828186035,0.07983947545289993,99.441,
MS CORP CD 61768E6L2,4.8,Jul06'27,NoMD,NoMD,Jul 03 '24,2.95,Semi-Annual,100.501,4.615,3.214219570159912,0.10791169106960297,100.016,
MS CORP CD 61690DTP3,4.8,Jul06'27,,,Jul 03 '24,2.95,Semi-Annual,100.326,4.6791,3.213953733444214,0.10789991170167923,99.818,
COF CORP CD 14042RST9,3.45,Jul07'27,,,Jul 07 '22,2.95,Semi-Annual,96.970,4.557,2.834021806716919,0.082493856549263,96.404,
MS CORP CD 61768E6R9,4.7,Jul12'27,,,Jul 10 '24,2.97,Semi-Annual,100.273,4.5995,3.237664222717285,0.1093503087759018,99.749,
OPTUMB CORP CD 68405VCA5,4.7,Jul12'27,,,Jul 10 '24,2.97,Semi-Annual,100.400,4.553,3.2372846603393555,0.1093333438038826,99.079,
MS CORP CD 61768E7D9,4.65,Jul19'27,,,Jul 17 '24,2.99,Semi-Annual,100.100,4.613,3.259002923965454,0.11069890111684799,99.694,
OPTUMB CORP CD 68405VCJ6,4.6,Jul19'27,,,Jul 17 '24,2.99,Semi-Annual,100.205,4.525,3.26112699508667,0.11080044507980347,99.310,
TOYFBN CORP CD 89235MPS4,4.65,Jul19'27,,,Jul 18 '24,2.99,Semi-Annual,100.109,4.61,,,99.448,
TTCUFC CORP CD 89854LAF0,5.0,Jul26'27,,,Jul 26 '23,3.01,Monthly,100.405,4.855,2.7897469997406006,0.08183525502681732,99.730,
SALLMA CORP CD 795451DL4,4.5,Jul26'27,,,Jul 24 '24,3.01,Semi-Annual,99.750,4.589700000000001,,,,
SYF CORP CD 87164YP32,3.5,Jul29'27,,,Jul 29 '22,3.01,Semi-Annual,96.980,4.5840000000000005,2.8375589847564697,0.08411991596221924,96.570,
SYF CORP CD 87165EXC6,3.5,Jul29'27,,,Jul 29 '22,3.01,Semi-Annual,97.076,4.549,2.837620735168457,0.08412212133407593,96.570,
SYF CORP CD 87165HQ86,3.5,Jul29'27,,,Jul 29 '22,3.01,Semi-Annual,96.980,4.5840000000000005,2.8375589847564697,0.08411991596221924,96.570,
DFS CORP CD 254673N44,3.5,Jul29'27,,,Jul 29 '22,3.01,Semi-Annual,96.980,4.5840000000000005,2.8375589847564697,0.08411991596221924,96.570,
COF CORP CD 14042TJD0,3.55,Aug03'27,,,Aug 03 '22,3.03,Semi-Annual,97.172,4.5600000000000005,2.849005699157715,0.08481203764677048,96.616,
MS CORP CD 61690UQ29,3.55,Aug04'27,,,Aug 04 '22,3.03,Semi-Annual,96.971,4.632000000000001,2.8515851497650146,0.08496244251728058,96.561,
MS CORP CD 61768ELH4,3.5,Aug04'27,,,Aug 04 '22,3.03,Semi-Annual,96.756,4.659,2.8537943363189697,0.0850481241941452,96.422,
SMBC CORP CD 843383DG2,4.6,Aug11'27,,,Aug 11 '23,3.05,Monthly,100.014,4.595000000000001,2.8499271869659424,0.08495896309614182,99.591,
SYF CORP CD 87164YQ31,3.4,Aug12'27,,,Aug 12 '22,3.05,Semi-Annual,96.763,4.546,2.8805527687072754,0.08649258315563202,96.262,
TOYFBN CORP CD 89235MNW7,3.45,Aug18'27,,,Aug 18 '22,3.07,Semi-Annual,96.850,4.5600000000000005,2.8947136402130127,0.08735229074954987,96.387,
SBIIN CORP CD 856285S36,3.5,Aug30'27,,,Aug 30 '22,3.10,Semi-Annual,96.811,4.613,3.3613951206207275,0.11843790113925934,96.228,
BMW CORP CD 05580A3F9,4.7,Sep15'27,,,Sep 15 '23,3.15,Semi-Annual,100.451,4.541,2.9171133041381836,0.08962297439575195,99.842,
TOYFBN CORP CD 89235MPC9,3.6,Sep16'27,,,Sep 16 '22,3.15,Semi-Annual,97.230,4.5482000000000005,2.9675002098083496,0.0917406976222992,96.755,
MS CORP CD 61690DDV7,4.8,Sep20'27,,,Sep 20 '23,3.16,Semi-Annual,100.745,4.54,2.9266505241394043,0.09025205671787262,100.114,
SYF CORP CD 87164YS54,3.95,Sep23'27,,,Sep 23 '22,3.17,Semi-Annual,98.177,4.571000000000001,2.971134901046753,0.09223789721727371,97.745,
DFS CORP CD 254673U53,4.35,Oct04'27,,,Oct 04 '22,3.20,Semi-Annual,99.328,4.574,2.9839744567871094,0.09330974519252777,98.889,
COF CORP CD 14042RUS8,4.5,Oct05'27,,,Oct 05 '22,3.20,Semi-Annual,100.137,4.4496,2.9805710315704346,0.09321382641792297,99.276,
SYF CORP CD 87164YS62,4.35,Oct07'27,,,Oct 07 '22,3.21,Semi-Annual,99.328,4.574,2.9922027587890625,0.09380125254392624,98.888,
FFED CORP CD 910286HF3,4.9,Oct13'27,,,Oct 13 '23,3.22,Monthly,101.349,4.45,2.987743854522705,0.09382567554712296,100.498,
MS CORP CD 61690DFN3,4.9,Oct18'27,,,Oct 18 '23,3.24,Semi-Annual,100.994,4.5617,2.999192237854004,0.09462205320596695,100.349,
SYF CORP CD 87165HU99,4.4,Oct21'27,,,Oct 21 '22,3.24,Semi-Annual,99.583,4.5360000000000005,3.0285441875457764,0.09602417051792145,99.034,
DFS CORP CD 254673W77,4.6,Oct25'27,,,Oct 25 '22,3.26,Semi-Annual,100.070,4.572,3.030972719192505,0.09632051736116409,99.622,
DFS CORP CD 254673X68,4.75,Nov01'27,,,Nov 01 '22,3.27,Semi-Annual,100.550,4.563000000000001,3.043924570083618,0.0972149521112442,100.069,
COF CORP CD 14042RVL2,5.0,Nov09'27,,,Nov 09 '22,3.30,Semi-Annual,101.330,4.5523,3.0555474758148193,0.09810032695531845,100.813,
SYF CORP CD 87164W3Q9,5.0,Nov10'27,,,Nov 10 '23,3.30,Semi-Annual,101.510,4.4938,3.05843448638916,0.09827388823032379,100.826,
WFC CORP CD 949764HS6,5.05,Nov15'27,,,Nov 14 '23,3.31,Monthly,101.500,4.5556,3.125670909881592,0.1030862107872963,100.998,
SYF CORP CD 87165EYT8,4.25,Nov18'27,,,Nov 18 '22,3.32,Semi-Annual,99.128,4.532,3.111760377883911,0.10101862996816635,98.588,
SYF CORP CD 87164YV43,4.25,Nov18'27,,,Nov 18 '22,3.32,Semi-Annual,99.128,4.532,3.111760377883911,0.10101862996816635,98.588,
DFS CORP CD 2546732B1,4.9,Nov30'27,,,Nov 30 '22,3.35,Semi-Annual,100.900,4.5993,3.1171576976776123,0.10183340311050415,100.564,
WFC CORP CD 949764JE5,4.75,Dec06'27,,,Dec 05 '23,3.37,Monthly,100.572,4.566,3.1855647563934326,0.1069970354437828,100.120,
BK CORP CD 05584CKT2,4.1,Dec20'27,,,Dec 18 '23,3.41,Semi-Annual,98.893,4.4510000000000005,3.634216785430908,0.13820868730545044,98.122,
WFC CORP CD 949764JV7,4.55,Dec20'27,,,Dec 19 '23,3.41,Monthly,99.972,4.559,3.233600616455078,0.10990456491708755,99.516,
