Financial Instrument,Coupon,Maturity,Ratings,Issuer Debt/Equity,Issue Date,Time-To-Maturity (TTM),Payment Frequency,Ask,Ask Yield,Duration %  ,Convexity,Bid,
WFC CORP CD 9497634P8,4.5,Dec23'24,,,Dec 23 '22,0.42,Monthly,99.708,5.21,0.4120081961154938,0.0017115520313382149,99.569,
SBNY CORP CD 82669GFQ2,4.5,Dec23'24,,13.372034015341347,Dec 23 '22,0.42,Semi-Annual,99.969,4.5437,0.4191780686378479,0.0017571026692166924,99.523,
MS CORP CD 61768EVN0,5.1,Dec23'24,,,Jun 21 '23,0.42,Semi-Annual,100.164,4.6709000000000005,0.901283860206604,0.008183659054338932,99.787,
GMATBK CORP CD 02007GUD3,3.2,Dec30'24,,,Jun 30 '22,0.44,Semi-Annual,99.150,5.174300000000001,0.4383561611175537,0.0019215613137930632,99.003,
WFC CORP CD 9497634Z6,4.5,Dec30'24,,,Dec 30 '22,0.44,Monthly,99.697,5.206,0.43118640780448914,0.0018732614116743207,99.547,
MS CORP CD 61690DAS7,5.2,Dec30'24,,,Jun 29 '23,0.44,Semi-Annual,100.114,4.9074,0.9229652285575867,0.008580303750932217,99.832,
THFDSL CORP CD 88413QEV6,4.9,Dec30'24,,,Dec 28 '23,0.44,Semi-Annual,99.847,5.24,0.4383561611175537,0.0019215613137930632,99.726,
CMTYSB CORP CD 20405KAU8,5.2,Dec30'24,,,Mar 28 '24,0.44,Monthly,100.013,5.1690000000000005,0.5062005519866943,0.0025889668613672256,99.859,
WFC CORP CD 949764CW2,5.2,Jan06'25,,,Jul 05 '23,0.46,Monthly,100.013,5.17,0.5281201004981995,0.0028156782500445843,99.895,
MS CORP CD 61690DBB3,5.2,Jan06'25,,,Jul 05 '23,0.46,Semi-Annual,100.260,4.5625,0.9421498775482178,0.00893808901309967,99.837,
SALLMA CORP CD 795451CN1,4.5,Jan13'25,,,Jan 11 '23,0.48,Semi-Annual,99.763,4.9693000000000005,0.9602308869361877,0.009274233132600784,99.530,
WFC CORP CD 9497635D4,4.5,Jan13'25,,,Jan 13 '23,0.48,Monthly,99.694,5.154,0.46954402327537537,0.002218755427747965,99.544,
OZK CORP CD 06418CWU6,5.15,Jan13'25,,1.959082145289126,Jul 11 '24,0.48,Monthly,100.200,4.6773,0.5446300506591797,0.002992539666593075,99.713,
WFC CORP CD 949763R73,1.95,Jan17'25,,,Jan 17 '20,0.49,Monthly,98.482,5.133,0.4831162989139557,0.002340227598324418,98.332,
SPNTBK CORP CD 84464PBM8,4.4,Jan17'25,NoMD,NoMD,Jan 18 '23,0.49,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
MTB CORP CD 564759RQ3,4.45,Jan21'25,,,Jan 20 '23,0.50,Semi-Annual,99.732,5.002000000000001,0.9850067496299744,0.009755616076290607,99.464,
WFC CORP CD 949764DM3,5.2,Jan21'25,,,Jul 18 '23,0.50,Monthly,100.026,5.146,0.5637380480766296,0.0032045699190348387,99.904,
MS CORP CD 61690DBQ0,5.15,Jan21'25,,,Jul 19 '23,0.50,Semi-Annual,100.248,4.5943000000000005,0.9806252717971802,0.009677317924797535,99.825,
MS CORP CD 61690DBU1,5.15,Jan27'25,,,Jul 26 '23,0.51,Semi-Annual,99.978,5.1930000000000005,0.9708738923072815,0.009724370203912258,99.828,
FRSTFD CORP CD 32026UU79,5.2,Jan28'25,,,Jul 28 '23,0.52,Semi-Annual,100.003,5.191,0.5010213851928711,0.002572003286331892,99.879,
WFC CORP CD 949763T30,1.95,Jan29'25,,,Jan 29 '20,0.52,Monthly,98.387,5.12,0.513573944568634,0.002647867426276207,98.254,
ISVNBP CORP CD 45780PBZ7,5.2,Jan29'25,,,Apr 29 '24,0.52,Monthly,100.033,5.135000000000001,0.5089414715766907,0.002616786165162921,99.881,
SNDYSB CORP CD 800364ES6,4.5,Feb03'25,,,Feb 01 '23,0.53,Semi-Annual,99.672,5.1290000000000004,0.9918113946914673,0.010100772604346275,99.523,
UBS CORP CD 90355GAX4,4.5,Feb03'25,,,Feb 01 '23,0.53,Monthly,99.672,5.126,0.5993177890777588,0.0036272990982979536,99.509,
WFC CORP CD 9497635U6,4.5,Feb03'25,,,Feb 02 '23,0.53,Monthly,99.815,4.853000000000001,0.6020624041557312,0.003660250222310424,99.524,
WFC CORP CD 949764ED2,5.2,Feb03'25,,,Aug 01 '23,0.53,Monthly,100.035,5.132000000000001,0.5980120897293091,0.0036168780643492937,99.910,
MS CORP CD 61768EXH1,5.1,Feb03'25,,,Aug 02 '23,0.53,Semi-Annual,100.048,4.978400000000001,0.990420937538147,0.010104911401867867,99.855,
GS CORP CD 38149MW33,1.25,Feb04'25,,,Feb 02 '22,0.54,Semi-Annual,98.235,4.6258,1.017957091331482,0.010440328158438206,97.836,
GS CORP CD 36830THG4,2.55,Feb06'25,,,Feb 06 '15,0.54,Semi-Annual,98.618,5.174,0.5319783687591553,0.002861491870135069,98.521,
CAC CORP CD 133033ES5,4.8,Feb06'25,,,Feb 07 '24,0.54,Monthly,100.020,4.7353000000000005,0.5341653823852539,0.0028779280837625265,99.679,
MS CORP CD 61690UY53,4.5,Feb10'25,,,Feb 09 '23,0.55,Semi-Annual,99.700,5.05,1.0137345790863037,0.01054040715098381,99.490,
BMW CORP CD 05580AU69,4.45,Feb10'25,,,Feb 10 '23,0.55,Semi-Annual,99.611,5.166,0.5383909940719604,0.0029520755633711815,99.512,
WFC CORP CD 949764EM2,5.2,Feb10'25,,,Aug 08 '23,0.55,Monthly,100.046,5.114,0.6171907186508179,0.0038499347865581512,99.892,
MS CORP CD 61768EXP3,5.05,Feb10'25,,,Aug 09 '23,0.55,Semi-Annual,99.934,5.163,1.0099273920059204,0.01049260888248682,99.784,
MS CORP CD 61690DCJ5,5.05,Feb10'25,,,Aug 09 '23,0.55,Semi-Annual,99.933,5.165,1.0099272727966309,0.010492607019841671,99.784,
TRDBNK CORP CD 89269CCL4,1.25,Feb11'25,,,Feb 11 '22,0.56,Monthly,98.086,4.7479000000000005,0.550212562084198,0.0030339716468006372,97.771,
PROFBK CORP CD 923450DS6,4.5,Feb13'25,,,Feb 13 '23,0.56,Monthly,99.853,4.7206,0.5510261654853821,0.0030594277195632458,99.516,
BBUBNK CORP CD 05988ADA7,5.2,Feb14'25,,,May 15 '24,0.56,Monthly,100.050,5.109,0.5555190443992615,0.00311257760040462,99.897,
UBS CORP CD 90355GBJ4,4.55,Feb18'25,,,Feb 15 '23,0.57,Monthly,99.947,4.5983,0.6375894546508789,0.004101017955690622,99.523,
WFC CORP CD 9497636H4,4.55,Feb18'25,,,Feb 15 '23,0.57,Monthly,99.689,5.102,0.6375827193260193,0.004100962076336145,99.540,
BMW CORP CD 05580AV35,4.5,Feb18'25,,,Feb 17 '23,0.57,Semi-Annual,99.644,5.127000000000001,1.0356565713882446,0.010989638045430183,99.531,
WFC CORP CD 949764EQ3,5.2,Feb18'25,,,Aug 15 '23,0.57,Monthly,100.100,5.021,0.6363722085952759,0.0040903715416789055,99.921,
MS CORP CD 61768EXX6,5.1,Feb18'25,,,Aug 16 '23,0.57,Semi-Annual,100.173,4.7603,1.0287971496582031,0.010879643261432648,99.815,
BEALBK CORP CD 07371AYC1,1.55,Feb19'25,,,Feb 23 '22,0.58,Semi-Annual,98.014,5.087000000000001,0.5810188055038452,0.0033952388912439346,97.864,
MS CORP CD 61690UTZ3,1.8,Feb20'25,,,Feb 20 '20,0.58,Semi-Annual,98.112,5.147,0.572176992893219,0.0032963361591100693,97.969,
MS CORP CD 61768EAQ6,1.8,Feb20'25,,,Feb 20 '20,0.58,Semi-Annual,98.181,5.0208,0.5721783638000488,0.0032963452395051718,97.969,
PROFBK CORP CD 923450EA4,4.55,Feb21'25,,,Feb 21 '23,0.58,Semi-Annual,99.656,5.1450000000000005,0.5682945847511292,0.003284130012616515,99.536,
MS CORP CD 61768EPL1,4.65,Feb24'25,,,Feb 23 '23,0.59,Semi-Annual,99.711,5.140000000000001,1.0510507822036743,0.01131892018020153,99.563,
WFC CORP CD 9497636R2,4.55,Feb24'25,,,Feb 23 '23,0.59,Monthly,99.686,5.0920000000000005,0.6554087996482849,0.004347661510109901,99.550,
MS CORP CD 61690UZ78,4.65,Feb24'25,,,Feb 23 '23,0.59,Semi-Annual,99.974,4.667400000000001,1.051084280014038,0.011319343000650406,99.563,
BELCRU CORP CD 07833EAM9,5.15,Feb24'25,,,Feb 24 '23,0.59,Monthly,100.052,5.0600000000000005,0.5761763453483582,0.003360163886100054,99.556,
EGBN CORP CD 27002YFP6,4.55,Feb24'25,,,Feb 24 '23,0.59,Semi-Annual,99.867,4.7539,0.5765243768692017,0.0033782953396439552,99.534,
WFC CORP CD 949764FA7,5.25,Feb24'25,,,Aug 22 '23,0.59,Monthly,100.087,5.099,0.6554564237594604,0.004337280988693237,99.937,
BMW CORP CD 05580AJ70,1.8,Feb25'25,,,Feb 25 '22,0.59,Semi-Annual,98.359,4.6322,0.5858818888664246,0.0034550162963569164,97.941,
MS CORP CD 61690UUJ7,1.8,Feb27'25,,,Feb 27 '20,0.60,Semi-Annual,98.057,5.134,0.5913565754890442,0.003519489662721753,97.955,
FDBKOH CORP CD 32020UAB8,4.65,Mar03'25,,,Mar 01 '23,0.61,Monthly,99.695,5.166300000000001,0.604515016078949,0.0036909952759742737,99.589,
MS CORP CD 61768EPV9,4.75,Mar03'25,,,Mar 02 '23,0.61,Semi-Annual,99.768,5.1240000000000006,1.4340699911117554,0.02132450044155121,99.618,
UBS CORP CD 90355GBX3,4.8,Mar03'25,,,Mar 01 '23,0.61,Monthly,100.090,4.6559,0.6794790029525757,0.0046716127544641495,99.661,
WFC CORP CD 9497636U5,4.7,Mar03'25,,,Mar 02 '23,0.61,Monthly,99.772,5.081,0.6824488043785095,0.004711028188467026,99.631,
MS CORP CD 61690U2C3,4.75,Mar03'25,,,Mar 02 '23,0.61,Semi-Annual,99.969,4.7939,1.4560799598693848,0.02195969969034195,99.618,
CHEKEE CORP CD 164499DC6,4.7,Mar03'25,,,Mar 03 '23,0.61,Semi-Annual,99.738,5.1240000000000006,0.609043538570404,0.003765538800507784,99.618,
WFC CORP CD 949764FB5,5.25,Mar03'25,,,Aug 29 '23,0.61,Monthly,100.197,4.9046,0.6701820492744446,0.004550978075712919,99.948,
MS CORP CD 61690DDB1,5.2,Mar03'25,,,Aug 30 '23,0.61,Semi-Annual,100.235,4.7961,1.0637390613555908,0.011615955270826817,99.884,
MS CORP CD 61768EYK3,5.15,Mar03'25,NoMD,NoMD,Aug 30 '23,0.61,Semi-Annual,100.003,5.126,1.0640581846237183,0.011620325967669487,99.892,
GS CORP CD 38148JMK4,3.0,Mar04'25,,,Mar 04 '15,0.61,Semi-Annual,98.782,5.0435,0.6103442907333374,0.003761964151635766,98.608,
WFC CORP CD 949764FJ8,5.25,Mar06'25,,,Sep 06 '23,0.62,Monthly,100.210,4.91,0.6116238236427307,0.0037818732671439648,99.952,
FBC CORP CD 33847GDD1,4.9,Mar07'25,,,Feb 07 '24,0.62,Semi-Annual,99.914,5.035,1.0054832696914673,0.010395115241408348,99.678,
FRME CORP CD 32082BFP9,4.9,Mar10'25,,,Mar 08 '23,0.63,Semi-Annual,99.858,5.113,1.093178629875183,0.012235340662300587,99.739,
MS CORP CD 61690U2M1,5.0,Mar10'25,,,Mar 09 '23,0.63,Semi-Annual,100.193,4.6749,1.430709958076477,0.021263299509882927,99.770,
MS CORP CD 61768EQB2,5.0,Mar10'25,,,Mar 09 '23,0.63,Semi-Annual,100.049,4.9099,1.430840015411377,0.02126549929380417,99.770,
SNDYSB CORP CD 800364EW7,5.1,Mar10'25,,,Mar 10 '23,0.63,Semi-Annual,99.980,5.112,0.621812105178833,0.003927129320800304,99.861,
WFC CORP CD 949764FS8,5.3,Mar12'25,,,Sep 12 '23,0.64,Monthly,100.142,5.07,0.6279671788215637,0.003984842449426651,99.992,
KEY CORP CD 49306SJ56,5.0,Mar17'25,,,Mar 15 '23,0.65,Semi-Annual,100.130,4.7836,1.1117024421691895,0.012648755684494972,99.806,
MS CORP CD 61768EQP1,5.25,Mar17'25,,,Mar 16 '23,0.65,Semi-Annual,100.081,5.099,1.4275200366973877,0.021204600110650063,99.966,
MS CORP CD 61690U3A6,5.25,Mar17'25,,,Mar 16 '23,0.65,Semi-Annual,100.080,5.1112,1.427489995956421,0.02120410092175007,99.931,
WFC CORP CD 949764AF1,5.25,Mar17'25,,,Mar 17 '23,0.65,Monthly,100.119,5.062,0.6417593359947205,0.004159593489021063,99.969,
IDBNY CORP CD 465076UH8,5.3,Mar17'25,,,Sep 15 '23,0.65,Semi-Annual,100.112,5.1000000000000005,1.1096261739730835,0.012618493288755417,99.999,
WFC CORP CD 949764FW9,5.4,Mar19'25,,,Sep 19 '23,0.65,Monthly,100.330,4.8913,0.6469652652740479,0.004227768629789352,100.068,
RADIUS CORP CD 52603NBB6,5.05,Mar19'25,NoMD,NoMD,Dec 19 '23,0.65,Semi-Annual,NoMD,NoMD,NoMD,NoMD,NoMD,
MS CORP CD 61690DDX3,5.35,Mar20'25,,,Sep 20 '23,0.66,Semi-Annual,100.149,5.093,0.6486337780952454,0.004270615521818399,100.031,
MS CORP CD 61768EZB2,5.35,Mar20'25,,,Sep 20 '23,0.66,Semi-Annual,100.342,4.8017,0.6486415266990662,0.004270679317414761,99.999,
COF CORP CD 14042TES2,2.1,Mar24'25,,,Mar 23 '22,0.67,Semi-Annual,98.098,5.027,1.4710999727249146,0.02200249955058098,97.920,
AXP CORP CD 02589AEM0,5.25,Mar24'25,,,Mar 22 '23,0.67,Semi-Annual,100.229,4.8853,1.1291693449020386,0.013053229078650475,99.973,
MS CORP CD 61690U3J7,5.25,Mar24'25,,,Mar 23 '23,0.67,Semi-Annual,100.085,5.1067,1.4274799823760986,0.02120400033891201,99.941,
MS CORP CD 61768EQV8,5.25,Mar24'25,,,Mar 23 '23,0.67,Semi-Annual,100.091,5.087000000000001,1.4274499416351318,0.021203499287366867,99.971,
BK CORP CD 06405VFJ3,4.9,Mar24'25,,,Mar 24 '23,0.67,Semi-Annual,100.139,4.6751000000000005,0.6606484651565552,0.00442290585488081,99.747,
FBC CORP CD 33847GCK6,4.85,Mar24'25,,,Jan 24 '24,0.67,Semi-Annual,99.886,5.026,0.9674618244171143,0.009642413817346096,99.650,
MS CORP CD 61768EZK2,5.5,Mar27'25,,,Sep 27 '23,0.68,Semi-Annual,100.544,4.659,0.6674816012382507,0.004520238842815161,100.137,
MS CORP CD 61690DEL8,5.5,Mar27'25,,,Sep 27 '23,0.68,Semi-Annual,100.643,4.5093000000000005,0.667486310005188,0.0045202793553471565,100.137,
DFS CORP CD 2546733J3,5.05,Mar28'25,,,Mar 29 '23,0.68,Semi-Annual,99.998,5.031000000000001,0.6739891767501831,0.004602659493684769,99.848,
FBC CORP CD 33847GBQ4,4.85,Mar28'25,,,Dec 28 '23,0.68,Semi-Annual,99.801,5.141,0.9210413098335266,0.008540946990251541,99.651,
FBC CORP CD 33847GEC2,5.15,Mar28'25,,,Feb 28 '24,0.68,Semi-Annual,102.588,1.2757,1.06166410446167,0.011566564440727234,99.848,
SYF CORP CD 87165EY84,5.05,Mar31'25,,,Mar 29 '23,0.69,Semi-Annual,100.005,5.0313,1.149706482887268,0.013510879129171371,99.852,
MS CORP CD 61690U3Q1,5.0,Mar31'25,,,Mar 30 '23,0.69,Semi-Annual,99.950,5.053,1.4307899475097656,0.02126450091600418,99.811,
MS CORP CD 61768ERC9,5.0,Mar31'25,,,Mar 30 '23,0.69,Semi-Annual,99.985,5.0113,1.430799961090088,0.021264800801873207,99.811,
FINN CORP CD 332135KS0,5.0,Mar31'25,,,Mar 31 '23,0.69,Semi-Annual,99.934,5.077,0.6795833706855774,0.004677835386246443,99.818,
BNKWLL CORP CD 06654BES6,5.15,Mar31'25,NoMD,NoMD,Mar 31 '23,0.69,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
MS CORP CD 61768EZS5,5.5,Apr04'25,,,Oct 04 '23,0.70,Semi-Annual,100.463,4.8038,0.6866549849510193,0.004779895301908255,100.126,
AXP CORP CD 02589AC34,2.55,Apr07'25,,,Apr 06 '22,0.71,Semi-Annual,98.304,5.017,1.1864771842956543,0.014232467859983444,98.154,
MS CORP CD 61690U3T5,4.9,Apr07'25,,,Apr 06 '23,0.71,Semi-Annual,99.861,5.081,1.1699068546295166,0.013971629552543163,99.723,
MS CORP CD 61768ERJ4,4.9,Apr07'25,,,Apr 06 '23,0.71,Semi-Annual,99.873,5.064,1.1699082851409912,0.01397165097296238,99.723,
QUENAT CORP CD 74824XDJ2,4.75,Apr11'25,NoMD,NoMD,Apr 12 '23,0.72,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
MS CORP CD 61690DFE3,5.5,Apr11'25,,,Oct 11 '23,0.72,Semi-Annual,100.472,4.808800000000001,0.7058343291282654,0.00504695950075984,100.141,
MS CORP CD 61768EA37,5.5,Apr11'25,,,Oct 11 '23,0.72,Semi-Annual,100.291,5.057,0.7058261632919312,0.005046882666647434,100.141,
WFC CORP CD 949764GN8,5.55,Apr11'25,,,Oct 11 '23,0.72,Monthly,100.807,4.399,0.7051122784614563,0.0050344266928732395,100.220,
COF CORP CD 14042TFG7,2.6,Apr14'25,,,Apr 13 '22,0.73,Semi-Annual,98.281,5.035,1.2052916288375854,0.014685367234051228,98.131,
GS CORP CD 38149M4S9,2.55,Apr14'25,,,Apr 13 '22,0.73,Semi-Annual,98.267,5.005,1.2056559324264526,0.014691242016851902,98.117,
BMW CORP CD 05580AQ56,4.25,Apr14'25,,,Oct 14 '22,0.73,Semi-Annual,99.563,4.863,0.7169612050056458,0.005191424861550331,99.287,
UBS CORP CD 90355GCL8,4.65,Apr14'25,,,Apr 12 '23,0.73,Monthly,99.743,5.0120000000000005,0.7904473543167114,0.006321984808892012,99.572,
MS CORP CD 61690U4D9,4.65,Apr14'25,,,Apr 13 '23,0.73,Semi-Annual,99.702,5.053,1.1908140182495117,0.014451907016336918,99.572,
MS CORP CD 61768ERW5,4.65,Apr14'25,,,Apr 13 '23,0.73,Semi-Annual,99.813,4.9064000000000005,1.1908245086669922,0.014452067203819752,99.553,
WFC CORP CD 949764AQ7,4.65,Apr14'25,,,Apr 14 '23,0.73,Monthly,99.743,5.013,0.7154475450515747,0.005171765107661486,99.593,
PNFP CORP CD 72345SLK5,4.65,Apr14'25,,,Apr 14 '23,0.73,Monthly,99.743,5.0120000000000005,0.7154475450515747,0.005171765107661486,99.593,
FINN CORP CD 332135KV3,4.7,Apr14'25,,,Apr 14 '23,0.73,Semi-Annual,99.735,5.056,0.7159014940261841,0.005181306507438421,99.623,
SYF CORP CD 87165E3F2,5.45,Apr14'25,,,Oct 13 '23,0.73,Semi-Annual,100.298,5.002000000000001,1.1853498220443726,0.014363821595907211,100.148,
MS CORP CD 61690UWU0,1.5,Apr16'25,,,Apr 16 '20,0.73,Semi-Annual,97.541,4.974200000000001,0.7290919423103333,0.005334531422704458,97.357,
SYF CORP CD 87164WZS0,1.45,Apr17'25,,,Apr 17 '20,0.73,Semi-Annual,97.705,4.6748,0.73195880651474,0.0053757913410663605,97.322,
WFC CORP CD 949764AT1,4.7,Apr17'25,,,Apr 17 '23,0.73,Monthly,99.883,4.8580000000000005,0.7235519886016846,0.0052889022044837475,99.630,
BPOP CORP CD 73317ABY7,4.6,Apr17'25,,,Apr 19 '23,0.73,Quarterly,99.694,5.0280000000000005,0.7325913310050964,0.005401673261076212,99.558,
SSBTRU CORP CD 840461BD8,4.7,Apr17'25,NoMD,NoMD,Jan 19 '24,0.73,Semi-Annual,NoMD,NoMD,NoMD,NoMD,NoMD,
AXP CORP CD 02589AC91,2.7,Apr21'25,,,Apr 20 '22,0.74,Semi-Annual,98.261,5.1108,1.2237462997436523,0.015139403752982616,98.188,
MS CORP CD 61690U4Q0,4.7,Apr21'25,,,Apr 20 '23,0.74,Semi-Annual,99.716,5.0844000000000005,1.2096474170684814,0.014906644821166992,99.590,
WFC CORP CD 949764BA1,4.75,Apr21'25,,,Apr 19 '23,0.74,Monthly,99.817,5.001,0.8093312382698059,0.006625556852668524,99.668,
UBS CORP CD 90355GCR5,4.75,Apr21'25,,,Apr 19 '23,0.74,Monthly,99.817,5.001,0.8093302249908447,0.006625545676797628,99.646,
FFEDIN CORP CD 32021JJG2,4.5,Apr21'25,,,Apr 21 '23,0.74,Monthly,99.636,5.0,0.7349857687950134,0.0054535288363695145,99.487,
FINN CORP CD 332135KX9,4.7,Apr21'25,,,Apr 19 '23,0.74,Semi-Annual,99.739,5.042,1.206913709640503,0.014840533025562763,99.626,
MS CORP CD 61690DFR4,5.4,Apr21'25,,,Oct 18 '23,0.74,Semi-Annual,100.511,4.6814,1.199418544769287,0.014696495607495308,100.092,
SYF CORP CD 87165E3K1,5.35,Apr21'25,,,Oct 20 '23,0.74,Semi-Annual,100.243,4.99,1.205213189125061,0.01483345776796341,100.093,
FFBUSA CORP CD 32022RXU6,5.15,Apr21'25,,,Jul 19 '24,0.74,Monthly,100.255,4.794300000000001,,,,
BMW CORP CD 05580AM84,2.7,Apr22'25,,,Apr 22 '22,0.75,Semi-Annual,98.488,4.7839,0.7425862550735474,0.005547535140067339,98.162,
WFC CORP CD 949764GT5,5.5,Apr24'25,,,Oct 24 '23,0.75,Monthly,100.810,4.399,0.735907256603241,0.005501881707459688,100.218,
FBC CORP CD 33847GCP5,4.85,Apr24'25,,,Jan 24 '24,0.75,Semi-Annual,99.817,5.101,0.96745365858078,0.009642323479056358,99.662,
WFC CORP CD 949764BD5,4.75,Apr25'25,,,Apr 25 '23,0.76,Monthly,99.819,4.996,0.7408315539360046,0.00556373642757535,99.669,
DFS CORP CD 2546733Z7,4.7,Apr25'25,,,Apr 26 '23,0.76,Semi-Annual,99.739,5.037,0.7487809062004089,0.005662872921675444,99.626,
MS CORP CD 61690DGA0,5.4,Apr25'25,NoMD,NoMD,Oct 25 '23,0.76,Semi-Annual,100.421,4.8131,0.7444233298301697,0.0056054964661598206,100.100,
BMO CORP CD 05610LCG7,5.35,Apr25'25,,,Oct 25 '23,0.76,Semi-Annual,100.213,5.0360000000000005,0.7445317506790161,0.005606596823781729,100.073,
CRWBAN CORP CD 22820LBJ3,4.75,Apr25'25,,,Jan 26 '24,0.76,Semi-Annual,99.900,4.8783,0.9736512899398804,0.009757094085216522,99.663,
FBFCEN CORP CD 319267LR9,4.75,Apr25'25,,,Jan 26 '24,0.76,Semi-Annual,99.900,4.8783,0.9736512899398804,0.009757094085216522,99.663,
AXP CORP CD 02589ABK7,1.05,Apr28'25,,,Apr 28 '20,0.76,Semi-Annual,97.050,5.034,0.7630921602249146,0.005836332216858864,96.923,
BMW CORP CD 05580AR71,4.55,Apr28'25,,,Oct 28 '22,0.76,Semi-Annual,99.818,4.7869,0.75461745262146,0.005748915020376444,99.494,
MS CORP CD 61690U5B2,4.7,Apr28'25,,,Apr 27 '23,0.76,Semi-Annual,99.739,5.033,1.2288341522216797,0.015374436043202877,99.603,
FIRFRE CORP CD 32027BAL1,1.2,Apr29'25,NoMD,NoMD,Apr 29 '20,0.77,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
FRSTFD CORP CD 32026U2S4,5.45,Apr30'25,,,Oct 31 '23,0.77,Semi-Annual,100.295,5.031000000000001,0.7580023407936096,0.005810077767819166,100.183,
MS CORP CD 61768ED34,5.4,May01'25,,,Nov 01 '23,0.77,Semi-Annual,100.430,4.813000000000001,0.7636033892631531,0.005894727539271116,100.110,
DFS CORP CD 254676BF5,5.5,May01'25,,,Nov 01 '23,0.77,Semi-Annual,100.734,4.5084,0.7633845210075378,0.005892422050237656,100.222,
WFC CORP CD 949764BP8,4.8,May02'25,,,May 02 '23,0.77,Monthly,99.857,4.989,0.7626035213470459,0.005891791544854641,99.707,
DFS CORP CD 254673C46,2.85,May05'25,,,May 04 '22,0.78,Semi-Annual,98.380,4.977,1.4602999687194824,0.021804500371217728,98.230,
GS CORP CD 38149M6L2,2.85,May05'25,,,May 04 '22,0.78,Semi-Annual,98.481,4.8501,1.4603099822998047,0.021804699674248695,98.230,
BACR CORP CD 06740KPY7,2.85,May05'25,,,May 04 '22,0.78,Semi-Annual,98.358,5.007000000000001,1.4603099822998047,0.021804800257086754,98.208,
COF CORP CD 14042RQY0,2.95,May05'25,,,May 04 '22,0.78,Semi-Annual,98.433,5.007000000000001,1.4588600397109985,0.021778199821710587,98.284,
COF CORP CD 14042TFU6,2.95,May05'25,,,May 04 '22,0.78,Semi-Annual,98.433,5.007000000000001,1.4588799476623535,0.021778499707579613,98.283,
MS CORP CD 61690U5F3,4.8,May05'25,,,May 03 '23,0.78,Semi-Annual,99.900,4.913,1.2473400831222534,0.01583782583475113,99.677,
MS CORP CD 61768ESV6,4.8,May05'25,,,May 03 '23,0.78,Semi-Annual,99.935,4.8762,1.2473424673080444,0.015837866812944412,99.664,
UBS CORP CD 90355GCY0,4.8,May05'25,,,May 05 '23,0.78,Monthly,99.859,4.984,0.7708224654197693,0.00601782463490963,99.685,
HBAN CORP CD 446438SB0,4.8,May05'25,,,May 05 '23,0.78,Semi-Annual,99.947,4.86,0.7759524583816528,0.006078242789953947,99.702,
WFC CORP CD 949764BW3,4.85,May05'25,,,May 05 '23,0.78,Monthly,99.920,4.954000000000001,0.7706766724586487,0.006016304716467857,99.746,
SYF CORP CD 87164Y3Q5,5.5,May05'25,,,Nov 03 '23,0.78,Semi-Annual,100.485,4.8485000000000005,1.2425813674926758,0.015755632892251015,100.231,
PNFP CORP CD 72345SLM1,4.8,May08'25,,,May 08 '23,0.79,Semi-Annual,99.853,4.973,0.7841688394546509,0.006206441204994917,99.703,
MS CORP CD 61690DGQ5,5.5,May08'25,,,Nov 08 '23,0.79,Semi-Annual,100.522,4.8068,0.7825531363487244,0.0061888019554317,100.199,
BECB CORP CD 11815SDR8,5.1,May08'25,,,May 08 '24,0.79,Monthly,100.091,4.982,0.7781572341918945,0.006135851610451937,99.939,
DFS CORP CD 2546734S2,4.75,May09'25,,,May 10 '23,0.79,Semi-Annual,99.911,4.8729000000000005,0.789768636226654,0.006294005550444126,99.666,
WFC CORP CD 949764BZ6,4.85,May09'25,,,May 09 '23,0.79,Monthly,100.003,4.8481000000000005,0.7816407084465027,0.006186472252011299,99.748,
DFS CORP CD 254673D29,2.95,May12'25,,,May 11 '22,0.80,Semi-Annual,98.385,5.019,1.4588500261306763,0.02177800051867962,98.275,
GS CORP CD 38149M6W8,3.0,May12'25,,,May 11 '22,0.80,Semi-Annual,98.400,5.05,1.4581600427627563,0.021765299141407013,98.314,
COF CORP CD 14042TFY8,3.1,May12'25,,,May 11 '22,0.80,Semi-Annual,98.518,4.9990000000000006,1.456719994544983,0.02173909917473793,98.368,
COF CORP CD 14042RRE3,3.1,May12'25,,,May 11 '22,0.80,Semi-Annual,98.627,4.8646,1.4568699598312378,0.021741699427366257,98.368,
MS CORP CD 61768EJH7,3.05,May12'25,,,May 12 '22,0.80,Semi-Annual,98.462,5.0200000000000005,0.7992727756500244,0.006425678264349699,98.327,
MS CORP CD 61690UH60,3.1,May12'25,,,May 12 '22,0.80,Semi-Annual,98.501,5.019,0.7991520166397095,0.006424333900213242,98.353,
BMW CORP CD 05580AS47,4.8,May12'25,,,Nov 10 '22,0.80,Semi-Annual,99.832,4.998,1.2665154933929443,0.016319889575242996,99.682,
MS CORP CD 61690U5P1,4.85,May12'25,,,May 10 '23,0.80,Semi-Annual,100.119,4.6877,1.2661981582641602,0.016314268112182617,99.705,
MS CORP CD 61768ETE3,4.85,May12'25,,,May 10 '23,0.80,Semi-Annual,100.027,4.806,1.2661880254745483,0.016314096748828888,99.705,
